"No.","Time","Source","Destination","Protocol","Length","Info"
"163","8.270746","192.168.219.118","23.50.121.162","TCP","66","54480  >  443 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=3708736250 TSecr=1154918747"
"164","8.270760","192.168.219.118","23.50.121.162","TCP","1438","54480  >  443 [ACK] Seq=1 Ack=1 Win=131712 Len=1372 TSval=3708736250 TSecr=1154918747 [TCP PDU reassembled in 165]"
"165","8.270763","192.168.219.118","23.50.121.162","TLSv1.3","241","Client Hello (SNI=sandbox.itunes.apple.com)"
"166","8.283417","23.50.121.162","192.168.219.118","TCP","66","443  >  54480 [ACK] Seq=1 Ack=1548 Win=67200 Len=0 TSval=1154918761 TSecr=3708736250"
"167","8.283947","23.50.121.162","192.168.219.118","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"168","8.283948","23.50.121.162","192.168.219.118","TCP","1514","443  >  54480 [PSH, ACK] Seq=1449 Ack=1548 Win=67200 Len=1448 TSval=1154918762 TSecr=3708736250 [TCP PDU reassembled in 172]"
"169","8.283949","23.50.121.162","192.168.219.118","TCP","1266","443  >  54480 [PSH, ACK] Seq=2897 Ack=1548 Win=67200 Len=1200 TSval=1154918762 TSecr=3708736250 [TCP PDU reassembled in 172]"
"170","8.284188","192.168.219.118","23.50.121.162","TCP","66","54480  >  443 [ACK] Seq=1548 Ack=4097 Win=127616 Len=0 TSval=3708736263 TSecr=1154918762"
"171","8.284189","192.168.219.118","23.50.121.162","TCP","66","[TCP Window Update] 54480  >  443 [ACK] Seq=1548 Ack=4097 Win=131072 Len=0 TSval=3708736263 TSecr=1154918762"
"172","8.286697","23.50.121.162","192.168.219.118","TLSv1.3","1240","Application Data, Application Data, Application Data"
"173","8.286890","192.168.219.118","23.50.121.162","TCP","66","54480  >  443 [ACK] Seq=1548 Ack=5271 Win=129920 Len=0 TSval=3708736266 TSecr=1154918765"
"174","8.288100","23.52.128.140","192.168.219.118","QUIC","66","Protected Payload (KP0)"
"175","8.291927","192.168.219.118","23.50.121.162","TLSv1.3","146","Change Cipher Spec, Application Data"
"176","8.292530","192.168.219.118","23.50.121.162","TLSv1.3","551","Application Data"
"177","8.303557","23.50.121.162","192.168.219.118","TLSv1.3","369","Application Data"
"178","8.303558","23.50.121.162","192.168.219.118","TLSv1.3","369","Application Data"
"179","8.303773","192.168.219.118","23.50.121.162","TCP","66","54480  >  443 [ACK] Seq=2113 Ack=5877 Win=130496 Len=0 TSval=3708736283 TSecr=1154918781"
"180","8.306436","23.50.121.162","192.168.219.118","TLSv1.3","127","Application Data"
"181","8.306437","23.50.121.162","192.168.219.118","TLSv1.3","97","Application Data"
"182","8.306438","23.50.121.162","192.168.219.118","TLSv1.3","1166","Application Data"
"183","8.306439","23.50.121.162","192.168.219.118","TCP","1514","443  >  54480 [ACK] Seq=7069 Ack=2113 Win=70016 Len=1448 TSval=1154918783 TSecr=3708736272 [TCP PDU reassembled in 189]"
"184","8.306440","23.50.121.162","192.168.219.118","TCP","1514","443  >  54480 [ACK] Seq=8517 Ack=2113 Win=70016 Len=1448 TSval=1154918783 TSecr=3708736272 [TCP PDU reassembled in 189]"
"185","8.306441","23.50.121.162","192.168.219.118","TCP","1514","443  >  54480 [ACK] Seq=9965 Ack=2113 Win=70016 Len=1448 TSval=1154918783 TSecr=3708736272 [TCP PDU reassembled in 189]"
"186","8.306442","23.50.121.162","192.168.219.118","TCP","1514","443  >  54480 [ACK] Seq=11413 Ack=2113 Win=70016 Len=1448 TSval=1154918783 TSecr=3708736272 [TCP PDU reassembled in 189]"
"187","8.306443","23.50.121.162","192.168.219.118","TCP","1514","443  >  54480 [ACK] Seq=12861 Ack=2113 Win=70016 Len=1448 TSval=1154918783 TSecr=3708736272 [TCP PDU reassembled in 189]"
"188","8.306445","23.50.121.162","192.168.219.118","TCP","1514","443  >  54480 [ACK] Seq=14309 Ack=2113 Win=70016 Len=1448 TSval=1154918783 TSecr=3708736272 [TCP PDU reassembled in 189]"
"189","8.306445","23.50.121.162","192.168.219.118","TLSv1.3","727","Application Data"
"190","8.306564","192.168.219.118","23.50.121.162","TCP","66","54480  >  443 [ACK] Seq=2113 Ack=16418 Win=120576 Len=0 TSval=3708736286 TSecr=1154918783"
"191","8.306564","192.168.219.118","23.50.121.162","TCP","66","[TCP Window Update] 54480  >  443 [ACK] Seq=2113 Ack=16418 Win=131072 Len=0 TSval=3708736286 TSecr=1154918783"
"192","8.306790","192.168.219.118","23.50.121.162","TLSv1.3","97","Application Data"
"193","8.360635","23.50.121.162","192.168.219.118","TCP","66","443  >  54480 [ACK] Seq=16418 Ack=2144 Win=70016 Len=0 TSval=1154918839 TSecr=3708736286"
"194","8.496695","192.168.219.118","1.214.68.2","DNS","100","Standard query 0x9dd9 HTTPS brewery-talk-external-azp9mem5.kgns1.com"
"195","8.496806","192.168.219.118","211.183.210.21","TCP","78","54481  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=878321537 TSecr=0 SACK_PERM"
"196","8.500614","192.168.219.118","1.214.68.2","DNS","93","Standard query 0x69c7 HTTPS firebaselogging-pa.googleapis.com"
"197","8.500838","192.168.219.118","1.214.68.2","DNS","93","Standard query 0x396a A firebaselogging-pa.googleapis.com"
"198","8.509482","1.214.68.2","192.168.219.118","DNS","158","Standard query response 0x9dd9 HTTPS brewery-talk-external-azp9mem5.kgns1.com SOA gsx-gslb11.kakao.com"
"199","8.510439","211.183.210.21","192.168.219.118","TCP","74","443  >  54481 [SYN, ACK, ECE] Seq=0 Ack=1 Win=43440 Len=0 MSS=1440 SACK_PERM TSval=3100769184 TSecr=878321537 WS=4096"
"200","8.510755","192.168.219.118","211.183.210.21","TCP","66","54481  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=878321551 TSecr=3100769184"
"201","8.510762","192.168.219.118","211.183.210.21","TCP","1494","54481  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=1428 TSval=878321551 TSecr=3100769184 [TCP PDU reassembled in 202]"
"202","8.510764","192.168.219.118","211.183.210.21","TLSv1.2","177","Client Hello (SNI=katalk.kakao.com)"
"203","8.512337","1.214.68.2","192.168.219.118","DNS","150","Standard query response 0x69c7 HTTPS firebaselogging-pa.googleapis.com SOA ns1.google.com"
"204","8.513362","1.214.68.2","192.168.219.118","DNS","349","Standard query response 0x396a A firebaselogging-pa.googleapis.com A 142.250.197.10 A 142.250.66.42 A 142.250.198.170 A 142.250.199.234 A 142.250.196.234 A 142.250.198.202 A 142.250.199.74 A 142.250.198.138 A 142.250.198.234 A 142.250.198.106 A 142.250.76.10 A 142.250.71.138 A 142.250.71.170 A 142.250.76.234 A 142.250.197.42 A 142.250.199.202"
"205","8.515599","192.168.219.118","142.250.198.202","QUIC","1242","Initial, DCID=036ae240ca812733, PKN: 0, CRYPTO, PADDING"
"206","8.515613","192.168.219.118","142.250.198.202","QUIC","1242","Initial, DCID=036ae240ca812733, PKN: 1, CRYPTO, PADDING"
"207","8.523212","211.183.210.21","192.168.219.118","TCP","66","443  >  54481 [ACK] Seq=1 Ack=1429 Win=45056 Len=0 TSval=3100769197 TSecr=878321551"
"208","8.523214","211.183.210.21","192.168.219.118","TCP","66","443  >  54481 [ACK] Seq=1 Ack=1540 Win=45056 Len=0 TSval=3100769197 TSecr=878321551"
"209","8.527727","211.183.210.21","192.168.219.118","TLSv1.2","1514","Server Hello"
"210","8.527730","211.183.210.21","192.168.219.118","TCP","1514","443  >  54481 [PSH, ACK] Seq=1449 Ack=1540 Win=45056 Len=1448 TSval=3100769200 TSecr=878321551 [TCP PDU reassembled in 211]"
"211","8.527732","211.183.210.21","192.168.219.118","TLSv1.2","1266","Certificate"
"212","8.527734","211.183.210.21","192.168.219.118","TLSv1.2","135","Server Key Exchange, Server Hello Done"
"213","8.527971","192.168.219.118","211.183.210.21","TCP","66","54481  >  443 [ACK] Seq=1540 Ack=4166 Win=127232 Len=0 TSval=878321568 TSecr=3100769200"
"214","8.527972","192.168.219.118","211.183.210.21","TCP","66","[TCP Window Update] 54481  >  443 [ACK] Seq=1540 Ack=4166 Win=131072 Len=0 TSval=878321568 TSecr=3100769200"
"215","8.530511","192.168.219.118","211.183.210.21","TLSv1.2","159","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"216","8.542674","211.183.210.21","192.168.219.118","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"217","8.542943","192.168.219.118","211.183.210.21","TCP","66","54481  >  443 [ACK] Seq=1633 Ack=4217 Win=131072 Len=0 TSval=878321583 TSecr=3100769216"
"218","8.543065","192.168.219.118","211.183.210.21","TLSv1.2","584","Application Data"
"219","8.543144","192.168.219.118","211.183.210.21","TLSv1.2","122","Application Data"
