"No.","Time","Source","Destination","Protocol","Length","Info"
"25","0.083377","142.250.198.130","192.168.219.118","QUIC","1292","Initial, SCID=ed83e04a7cf9f698, PKN: 4, CRYPTO, PADDING"
"26","0.083913","192.168.219.118","142.250.198.130","QUIC","1292","Initial, DCID=ed83e04a7cf9f698, PKN: 3, ACK, PADDING"
"27","0.095385","142.250.198.130","192.168.219.118","QUIC","1292","Handshake, SCID=ed83e04a7cf9f698"
"28","0.095386","142.250.198.130","192.168.219.118","QUIC","1191","Protected Payload (KP0)"
"29","0.096254","192.168.219.118","142.250.198.130","QUIC","82","Handshake, DCID=ed83e04a7cf9f698"
"30","0.096291","192.168.219.118","142.250.198.130","QUIC","203","Protected Payload (KP0), DCID=ed83e04a7cf9f698"
"31","0.096368","142.250.197.226","192.168.219.118","QUIC","1292","Handshake, SCID=e116e3ea6b97ad20"
"32","0.096369","142.250.197.226","192.168.219.118","QUIC","1178","Protected Payload (KP0)"
"33","0.096491","192.168.219.118","142.250.198.130","QUIC","1288","Protected Payload (KP0), DCID=ed83e04a7cf9f698"
"34","0.096513","192.168.219.118","142.250.198.130","QUIC","1292","Protected Payload (KP0), DCID=ed83e04a7cf9f698"
"35","0.096532","192.168.219.118","142.250.198.130","QUIC","998","Protected Payload (KP0), DCID=ed83e04a7cf9f698"
"36","0.097240","192.168.219.118","142.250.197.226","QUIC","82","Handshake, DCID=e116e3ea6b97ad20"
"37","0.097270","192.168.219.118","142.250.197.226","QUIC","204","Protected Payload (KP0), DCID=e116e3ea6b97ad20"
"38","0.097404","192.168.219.118","142.250.197.226","QUIC","1288","Protected Payload (KP0), DCID=e116e3ea6b97ad20"
"39","0.097429","192.168.219.118","142.250.197.226","QUIC","1292","Protected Payload (KP0), DCID=e116e3ea6b97ad20"
"40","0.097448","192.168.219.118","142.250.197.226","QUIC","998","Protected Payload (KP0), DCID=e116e3ea6b97ad20"
"41","0.103488","142.250.197.34","192.168.219.118","QUIC","82","Initial, SCID=f421135a55d28dbf, PKN: 1, ACK"
"42","0.103831","142.250.197.34","192.168.219.118","QUIC","1292","Initial, SCID=f421135a55d28dbf, PKN: 2, ACK, PADDING"
"43","0.103832","142.250.197.34","192.168.219.118","QUIC","1292","Initial, SCID=f421135a55d28dbf, PKN: 3, CRYPTO, PADDING"
"44","0.103833","142.250.197.34","192.168.219.118","QUIC","1292","Initial, SCID=f421135a55d28dbf, PKN: 4, CRYPTO, PADDING"
"45","0.104302","192.168.219.118","142.250.197.34","QUIC","1292","Initial, DCID=f421135a55d28dbf, PKN: 3, ACK, PADDING"
"46","0.116160","142.250.197.34","192.168.219.118","QUIC","1292","Handshake, SCID=f421135a55d28dbf"
"47","0.116163","142.250.197.34","192.168.219.118","QUIC","1188","Protected Payload (KP0)"
"48","0.117712","192.168.219.118","142.250.197.34","QUIC","82","Handshake, DCID=f421135a55d28dbf"
"49","0.117741","192.168.219.118","142.250.197.34","QUIC","205","Protected Payload (KP0), DCID=f421135a55d28dbf"
"50","0.118024","192.168.219.118","142.250.197.34","QUIC","1288","Protected Payload (KP0), DCID=f421135a55d28dbf"
"51","0.118037","192.168.219.118","142.250.197.34","QUIC","934","Protected Payload (KP0), DCID=f421135a55d28dbf"
"52","0.162769","142.250.198.130","192.168.219.118","QUIC","1005","Protected Payload (KP0)"
"53","0.162770","142.250.198.130","192.168.219.118","QUIC","163","Protected Payload (KP0)"
"54","0.163177","192.168.219.118","142.250.198.130","QUIC","74","Protected Payload (KP0), DCID=ed83e04a7cf9f698"
"55","0.163797","142.250.198.130","192.168.219.118","QUIC","69","Protected Payload (KP0)"
"56","0.163800","142.250.198.130","192.168.219.118","QUIC","65","Protected Payload (KP0)"
"57","0.175430","142.250.197.226","192.168.219.118","QUIC","1005","Protected Payload (KP0)"
"58","0.175431","142.250.197.226","192.168.219.118","QUIC","163","Protected Payload (KP0)"
"59","0.175578","192.168.219.118","142.250.197.226","QUIC","74","Protected Payload (KP0), DCID=e116e3ea6b97ad20"
"60","0.176192","142.250.197.226","192.168.219.118","QUIC","69","Protected Payload (KP0)"
"61","0.176193","142.250.197.226","192.168.219.118","QUIC","65","Protected Payload (KP0)"
"62","0.177924","142.250.198.130","192.168.219.118","QUIC","302","Protected Payload (KP0)"
"63","0.177926","142.250.198.130","192.168.219.118","QUIC","63","Protected Payload (KP0)"
"64","0.178136","192.168.219.118","142.250.198.130","QUIC","77","Protected Payload (KP0), DCID=ed83e04a7cf9f698"
"65","0.186506","142.250.197.34","192.168.219.118","QUIC","1005","Protected Payload (KP0)"
"66","0.186507","142.250.197.34","192.168.219.118","QUIC","163","Protected Payload (KP0)"
"67","0.186695","192.168.219.118","142.250.197.34","QUIC","74","Protected Payload (KP0), DCID=f421135a55d28dbf"
"68","0.187424","142.250.197.34","192.168.219.118","QUIC","69","Protected Payload (KP0)"
"69","0.195401","142.250.197.226","192.168.219.118","QUIC","302","Protected Payload (KP0)"
"70","0.195403","142.250.197.226","192.168.219.118","QUIC","63","Protected Payload (KP0)"
"71","0.195669","192.168.219.118","142.250.197.226","QUIC","77","Protected Payload (KP0), DCID=e116e3ea6b97ad20"
"72","0.203940","192.168.219.118","142.250.198.130","QUIC","74","Protected Payload (KP0), DCID=ed83e04a7cf9f698"
"73","0.209263","142.250.197.34","192.168.219.118","QUIC","308","Protected Payload (KP0)"
"74","0.209265","142.250.197.34","192.168.219.118","QUIC","63","Protected Payload (KP0)"
"75","0.209614","192.168.219.118","142.250.197.34","QUIC","77","Protected Payload (KP0), DCID=f421135a55d28dbf"
"76","0.221538","192.168.219.118","142.250.197.226","QUIC","74","Protected Payload (KP0), DCID=e116e3ea6b97ad20"
"77","0.236728","192.168.219.118","142.250.197.34","QUIC","74","Protected Payload (KP0), DCID=f421135a55d28dbf"
"78","0.268862","142.250.198.130","192.168.219.118","QUIC","66","Protected Payload (KP0)"
"79","0.299165","142.250.197.226","192.168.219.118","QUIC","66","Protected Payload (KP0)"
"80","0.302694","142.250.197.34","192.168.219.118","QUIC","66","Protected Payload (KP0)"
"81","0.391403","162.19.138.83","192.168.219.118","TLSv1.2","105","Application Data"
"82","0.391404","162.19.138.83","192.168.219.118","TLSv1.2","90","Application Data"
"83","0.391406","162.19.138.83","192.168.219.118","TCP","66","443  >  49781 [FIN, ACK] Seq=64 Ack=1 Win=83 Len=0 TSval=2569597218 TSecr=345452332"
"84","0.391503","192.168.219.118","162.19.138.83","TCP","66","49781  >  443 [ACK] Seq=1 Ack=64 Win=2048 Len=0 TSval=345458331 TSecr=2569597218"
"85","0.391538","192.168.219.118","162.19.138.83","TCP","66","49781  >  443 [ACK] Seq=1 Ack=65 Win=2048 Len=0 TSval=345458331 TSecr=2569597218"
"86","0.391712","192.168.219.118","162.19.138.83","TCP","66","49781  >  443 [FIN, ACK] Seq=1 Ack=65 Win=2048 Len=0 TSval=345458331 TSecr=2569597218"
"87","0.530427","34.196.207.83","192.168.219.118","TLSv1.2","97","Encrypted Alert"
"88","0.530498","192.168.219.118","34.196.207.83","TCP","66","49820  >  443 [ACK] Seq=1 Ack=32 Win=2048 Len=0 TSval=826144723 TSecr=4173843240"
"89","0.683643","162.19.138.83","192.168.219.118","TCP","66","443  >  49781 [ACK] Seq=65 Ack=2 Win=83 Len=0 TSval=2569597510 TSecr=345458331"
"90","0.685989","162.19.138.83","192.168.219.118","TLSv1.2","90","Application Data"
"91","0.685991","162.19.138.83","192.168.219.118","TCP","66","443  >  49796 [FIN, ACK] Seq=25 Ack=1 Win=83 Len=0 TSval=2569597498 TSecr=14910134"
"92","0.686104","192.168.219.118","162.19.138.83","TCP","66","49796  >  443 [ACK] Seq=1 Ack=25 Win=2048 Len=0 TSval=14916132 TSecr=2569597498"
"93","0.686161","192.168.219.118","162.19.138.83","TCP","66","49796  >  443 [ACK] Seq=1 Ack=26 Win=2048 Len=0 TSval=14916132 TSecr=2569597498"
"94","1.150030","50.116.239.135","192.168.219.118","TLSv1.2","105","Application Data"
"95","1.150032","50.116.239.135","192.168.219.118","TLSv1.2","90","Application Data"
"96","1.150034","50.116.239.135","192.168.219.118","TCP","66","443  >  49827 [FIN, ACK] Seq=64 Ack=1 Win=35 Len=0 TSval=2022443373 TSecr=1279789900"
"97","1.150197","192.168.219.118","50.116.239.135","TCP","66","49827  >  443 [ACK] Seq=1 Ack=64 Win=2048 Len=0 TSval=1279796952 TSecr=2022443373"
"98","1.150269","192.168.219.118","50.116.239.135","TCP","66","49827  >  443 [ACK] Seq=1 Ack=65 Win=2048 Len=0 TSval=1279796952 TSecr=2022443373"
"99","1.150584","192.168.219.118","50.116.239.135","TCP","66","49827  >  443 [FIN, ACK] Seq=1 Ack=65 Win=2048 Len=0 TSval=1279796953 TSecr=2022443373"
"100","1.196361","50.116.239.135","192.168.219.118","TCP","66","443  >  49827 [ACK] Seq=65 Ack=2 Win=35 Len=0 TSval=2022443429 TSecr=1279796953"
"101","1.314724","182.161.74.19","192.168.219.118","TLSv1.2","105","Application Data"
"102","1.314878","192.168.219.118","182.161.74.19","TCP","66","49744  >  443 [ACK] Seq=1 Ack=40 Win=2048 Len=0 TSval=252153628 TSecr=3937519765"
"103","1.315255","192.168.219.118","182.161.74.19","TCP","66","49744  >  443 [FIN, ACK] Seq=1 Ack=40 Win=2048 Len=0 TSval=252153628 TSecr=3937519765"
"104","1.362068","182.161.74.19","192.168.219.118","TLSv1.2","90","Application Data"
"105","1.362071","182.161.74.19","192.168.219.118","TCP","66","443  >  49744 [FIN, ACK] Seq=64 Ack=2 Win=71 Len=0 TSval=3937519812 TSecr=252153628"
"106","1.362244","192.168.219.118","182.161.74.19","TCP","54","49744  >  443 [RST] Seq=2 Win=0 Len=0"
"107","1.456987","182.161.74.19","192.168.219.118","TLSv1.2","105","Application Data"
"108","1.457113","192.168.219.118","182.161.74.19","TCP","66","49746  >  443 [ACK] Seq=1 Ack=40 Win=2048 Len=0 TSval=2587589794 TSecr=4288208686"
"109","1.457436","192.168.219.118","182.161.74.19","TCP","66","49746  >  443 [FIN, ACK] Seq=1 Ack=40 Win=2048 Len=0 TSval=2587589794 TSecr=4288208686"
"110","1.503218","182.161.74.19","192.168.219.118","TLSv1.2","90","Application Data"
"111","1.503220","182.161.74.19","192.168.219.118","TCP","66","443  >  49746 [FIN, ACK] Seq=64 Ack=2 Win=70 Len=0 TSval=4288208732 TSecr=2587589794"
"112","1.503415","192.168.219.118","182.161.74.19","TCP","54","49746  >  443 [RST] Seq=2 Win=0 Len=0"
"113","1.620774","162.19.138.83","192.168.219.118","TLSv1.2","105","Application Data"
"114","1.620779","162.19.138.83","192.168.219.118","TLSv1.2","90","Application Data"
"115","1.620781","162.19.138.83","192.168.219.118","TCP","66","443  >  49768 [FIN, ACK] Seq=64 Ack=1 Win=83 Len=0 TSval=2569598436 TSecr=461492494"
"116","1.620921","192.168.219.118","162.19.138.83","TCP","66","49768  >  443 [ACK] Seq=1 Ack=64 Win=2048 Len=0 TSval=461498661 TSecr=2569598436"
"117","1.620992","192.168.219.118","162.19.138.83","TCP","66","49768  >  443 [ACK] Seq=1 Ack=65 Win=2048 Len=0 TSval=461498661 TSecr=2569598436"
"118","1.621380","192.168.219.118","162.19.138.83","TCP","66","49768  >  443 [FIN, ACK] Seq=1 Ack=65 Win=2048 Len=0 TSval=461498661 TSecr=2569598436"
"119","1.968969","162.19.138.83","192.168.219.118","TCP","54","443  >  49768 [RST] Seq=65 Win=0 Len=0"
"120","2.378794","103.43.90.21","192.168.219.118","TLSv1.2","112","Application Data"
"121","2.378797","103.43.90.21","192.168.219.118","TLSv1.2","97","Encrypted Alert"
"122","2.378799","103.43.90.21","192.168.219.118","TCP","66","443  >  49761 [FIN, ACK] Seq=78 Ack=1 Win=83 Len=0 TSval=3908414773 TSecr=480057856"
"123","2.378960","192.168.219.118","103.43.90.21","TCP","66","49761  >  443 [ACK] Seq=1 Ack=78 Win=2047 Len=0 TSval=480067872 TSecr=3908414773"
"124","2.379035","192.168.219.118","103.43.90.21","TCP","66","49761  >  443 [ACK] Seq=1 Ack=79 Win=2047 Len=0 TSval=480067872 TSecr=3908414773"
"125","2.379416","192.168.219.118","103.43.90.21","TCP","66","49761  >  443 [FIN, ACK] Seq=1 Ack=79 Win=2048 Len=0 TSval=480067872 TSecr=3908414773"
"126","2.479749","103.43.90.21","192.168.219.118","TCP","66","443  >  49761 [ACK] Seq=79 Ack=2 Win=83 Len=0 TSval=3908414890 TSecr=480067872"
"127","3.710071","182.161.74.47","192.168.219.118","TLSv1.2","105","Application Data"
"128","3.710247","192.168.219.118","182.161.74.47","TCP","66","49776  >  443 [ACK] Seq=1 Ack=40 Win=2048 Len=0 TSval=2731467597 TSecr=580799223"
"129","3.710646","192.168.219.118","182.161.74.47","TCP","66","49776  >  443 [FIN, ACK] Seq=1 Ack=40 Win=2048 Len=0 TSval=2731467598 TSecr=580799223"
"130","3.755917","182.161.74.47","192.168.219.118","TCP","66","[TCP Previous segment not captured] 443  >  49776 [FIN, ACK] Seq=64 Ack=2 Win=71 Len=0 TSval=580799373 TSecr=2731467598"
"131","3.755920","182.161.74.47","192.168.219.118","TCP","90","[TCP Retransmission] 443  >  49776 [PSH, ACK] Seq=40 Ack=2 Win=71 Len=24 TSval=580799373 TSecr=2731467598"
"132","3.756048","192.168.219.118","182.161.74.47","TCP","78","[TCP Dup ACK 128#1] 49776  >  443 [ACK] Seq=2 Ack=40 Win=2048 Len=0 TSval=2731467643 TSecr=580799223 SLE=64 SRE=65"
"133","3.756183","192.168.219.118","182.161.74.47","TCP","54","49776  >  443 [RST] Seq=2 Win=0 Len=0"
"134","3.801105","182.161.74.47","192.168.219.118","TCP","54","443  >  49776 [RST] Seq=40 Win=0 Len=0"
"135","4.122126","23.106.50.37","192.168.219.118","TLSv1.2","105","Application Data"
"136","4.122128","23.106.50.37","192.168.219.118","TLSv1.2","90","Application Data"
"137","4.122130","23.106.50.37","192.168.219.118","TCP","66","443  >  49803 [FIN, ACK] Seq=64 Ack=1 Win=564 Len=0 TSval=3610094209 TSecr=240935539"
"138","4.122134","182.161.74.33","192.168.219.118","TLSv1.2","105","Application Data"
"139","4.122309","192.168.219.118","23.106.50.37","TCP","66","49803  >  443 [ACK] Seq=1 Ack=64 Win=2048 Len=0 TSval=240945636 TSecr=3610094209"
"140","4.122372","192.168.219.118","23.106.50.37","TCP","66","49803  >  443 [ACK] Seq=1 Ack=65 Win=2048 Len=0 TSval=240945636 TSecr=3610094209"
"141","4.122398","192.168.219.118","182.161.74.33","TCP","66","49829  >  443 [ACK] Seq=1 Ack=40 Win=2048 Len=0 TSval=1393153603 TSecr=4254838745"
"142","4.122790","192.168.219.118","23.106.50.37","TCP","66","49803  >  443 [FIN, ACK] Seq=1 Ack=65 Win=2048 Len=0 TSval=240945637 TSecr=3610094209"
"143","4.122999","192.168.219.118","182.161.74.33","TCP","66","49829  >  443 [FIN, ACK] Seq=1 Ack=40 Win=2048 Len=0 TSval=1393153604 TSecr=4254838745"
"144","4.168611","182.161.74.33","192.168.219.118","TLSv1.2","90","Application Data"
"145","4.168613","182.161.74.33","192.168.219.118","TCP","66","443  >  49829 [FIN, ACK] Seq=64 Ack=2 Win=73 Len=0 TSval=4254838801 TSecr=1393153604"
"146","4.168814","192.168.219.118","182.161.74.33","TCP","54","49829  >  443 [RST] Seq=2 Win=0 Len=0"
"147","4.193549","23.106.50.37","192.168.219.118","TCP","66","[TCP Retransmission] 443  >  49803 [FIN, ACK] Seq=64 Ack=1 Win=564 Len=0 TSval=3610094376 TSecr=240935539"
"148","4.193694","192.168.219.118","23.106.50.37","TCP","66","[TCP Retransmission] 49803  >  443 [FIN, ACK] Seq=1 Ack=65 Win=2048 Len=0 TSval=240945708 TSecr=3610094209"
"149","4.202772","23.106.50.37","192.168.219.118","TCP","66","443  >  49803 [ACK] Seq=65 Ack=2 Win=564 Len=0 TSval=3610094385 TSecr=240945637"
"150","4.245896","216.22.16.4","192.168.219.118","TLSv1.2","105","Application Data"
"151","4.245898","216.22.16.4","192.168.219.118","TLSv1.2","90","Application Data"
"152","4.245900","216.22.16.4","192.168.219.118","TCP","66","443  >  49794 [FIN, ACK] Seq=64 Ack=1 Win=585 Len=0 TSval=2126377589 TSecr=1783891078"
"153","4.246009","192.168.219.118","216.22.16.4","TCP","66","49794  >  443 [ACK] Seq=1 Ack=64 Win=2048 Len=0 TSval=1783901078 TSecr=2126377589"
"154","4.246059","192.168.219.118","216.22.16.4","TCP","66","49794  >  443 [ACK] Seq=1 Ack=65 Win=2048 Len=0 TSval=1783901078 TSecr=2126377589"
"155","4.246387","192.168.219.118","216.22.16.4","TCP","66","49794  >  443 [FIN, ACK] Seq=1 Ack=65 Win=2048 Len=0 TSval=1783901078 TSecr=2126377589"
"156","4.267972","182.161.74.47","192.168.219.118","TLSv1.2","105","Application Data"
"157","4.268100","192.168.219.118","182.161.74.47","TCP","66","49857  >  443 [ACK] Seq=1 Ack=40 Win=2048 Len=0 TSval=1740336790 TSecr=1116236785"
"158","4.268382","192.168.219.118","182.161.74.47","TCP","66","49857  >  443 [FIN, ACK] Seq=1 Ack=40 Win=2048 Len=0 TSval=1740336790 TSecr=1116236785"
"159","4.271570","182.161.74.48","192.168.219.118","TLSv1.2","105","Application Data"
"160","4.271571","182.161.74.14","192.168.219.118","TLSv1.2","105","Application Data"
"161","4.271642","192.168.219.118","182.161.74.48","TCP","66","49864  >  443 [ACK] Seq=1 Ack=40 Win=2048 Len=0 TSval=1406510588 TSecr=3946533612"
"162","4.271676","192.168.219.118","182.161.74.14","TCP","66","49863  >  443 [ACK] Seq=1 Ack=40 Win=2048 Len=0 TSval=2367408250 TSecr=2815234634"
"163","4.271819","192.168.219.118","182.161.74.48","TCP","66","49864  >  443 [FIN, ACK] Seq=1 Ack=40 Win=2048 Len=0 TSval=1406510588 TSecr=3946533612"
"164","4.271949","192.168.219.118","182.161.74.14","TCP","66","49863  >  443 [FIN, ACK] Seq=1 Ack=40 Win=2048 Len=0 TSval=2367408250 TSecr=2815234634"
"165","4.272152","182.161.74.50","192.168.219.118","TLSv1.2","105","Application Data"
"166","4.272194","192.168.219.118","182.161.74.50","TCP","66","49862  >  443 [ACK] Seq=1 Ack=40 Win=2048 Len=0 TSval=3530274647 TSecr=896369959"
"167","4.272268","192.168.219.118","182.161.74.50","TCP","66","49862  >  443 [FIN, ACK] Seq=1 Ack=40 Win=2048 Len=0 TSval=3530274647 TSecr=896369959"
"168","4.273117","23.106.50.37","192.168.219.118","TCP","66","[TCP Dup ACK 149#1] 443  >  49803 [ACK] Seq=65 Ack=2 Win=564 Len=0 TSval=3610094455 TSecr=240945637"
"169","4.273151","192.168.219.118","23.106.50.37","TCP","54","49803  >  443 [RST] Seq=2 Win=0 Len=0"
"170","4.314146","182.161.74.47","192.168.219.118","TLSv1.2","90","Application Data"
"171","4.314148","182.161.74.47","192.168.219.118","TCP","66","443  >  49857 [FIN, ACK] Seq=64 Ack=2 Win=70 Len=0 TSval=1116236831 TSecr=1740336790"
"172","4.314343","192.168.219.118","182.161.74.47","TCP","54","49857  >  443 [RST] Seq=2 Win=0 Len=0"
"173","4.317086","182.161.74.48","192.168.219.118","TLSv1.2","90","Application Data"
"174","4.317088","182.161.74.48","192.168.219.118","TCP","66","443  >  49864 [FIN, ACK] Seq=64 Ack=2 Win=70 Len=0 TSval=3946533657 TSecr=1406510588"
"175","4.317173","192.168.219.118","182.161.74.48","TCP","54","49864  >  443 [RST] Seq=2 Win=0 Len=0"
"176","4.317792","182.161.74.14","192.168.219.118","TCP","66","[TCP Previous segment not captured] 443  >  49863 [FIN, ACK] Seq=64 Ack=2 Win=70 Len=0 TSval=2815234680 TSecr=2367408250"
"177","4.317795","182.161.74.14","192.168.219.118","TCP","90","[TCP Retransmission] 443  >  49863 [PSH, ACK] Seq=40 Ack=2 Win=70 Len=24 TSval=2815234680 TSecr=2367408250"
"178","4.317797","182.161.74.50","192.168.219.118","TCP","66","[TCP Previous segment not captured] 443  >  49862 [FIN, ACK] Seq=64 Ack=2 Win=73 Len=0 TSval=896370004 TSecr=3530274647"
"179","4.317799","182.161.74.50","192.168.219.118","TCP","90","[TCP Retransmission] 443  >  49862 [PSH, ACK] Seq=40 Ack=2 Win=73 Len=24 TSval=896370004 TSecr=3530274647"
"180","4.317870","192.168.219.118","182.161.74.14","TCP","78","[TCP Dup ACK 162#1] 49863  >  443 [ACK] Seq=2 Ack=40 Win=2048 Len=0 TSval=2367408296 TSecr=2815234634 SLE=64 SRE=65"
"181","4.317927","192.168.219.118","182.161.74.14","TCP","54","49863  >  443 [RST] Seq=2 Win=0 Len=0"
"182","4.317949","192.168.219.118","182.161.74.50","TCP","78","[TCP Dup ACK 166#1] 49862  >  443 [ACK] Seq=2 Ack=40 Win=2048 Len=0 TSval=3530274693 TSecr=896369959 SLE=64 SRE=65"
"183","4.317975","192.168.219.118","182.161.74.50","TCP","54","49862  >  443 [RST] Seq=2 Win=0 Len=0"
"184","4.324018","182.161.74.8","192.168.219.118","TLSv1.2","105","Application Data"
"185","4.324268","192.168.219.118","182.161.74.8","TCP","66","49861  >  443 [ACK] Seq=1 Ack=40 Win=2343 Len=0 TSval=3306447163 TSecr=3238358530"
"186","4.324629","192.168.219.118","182.161.74.8","TCP","66","49861  >  443 [FIN, ACK] Seq=1 Ack=40 Win=2343 Len=0 TSval=3306447164 TSecr=3238358530"
"187","4.371156","182.161.74.8","192.168.219.118","TLSv1.2","90","Application Data"
"188","4.371158","182.161.74.8","192.168.219.118","TCP","66","443  >  49861 [FIN, ACK] Seq=64 Ack=2 Win=70 Len=0 TSval=3238358577 TSecr=3306447164"
"189","4.371313","192.168.219.118","182.161.74.8","TCP","54","49861  >  443 [RST] Seq=2 Win=0 Len=0"
"190","4.451187","216.22.16.4","192.168.219.118","TCP","66","443  >  49794 [ACK] Seq=65 Ack=2 Win=585 Len=0 TSval=2126377794 TSecr=1783901078"
"191","4.507486","192.168.219.118","224.0.0.251","MDNS","226","Standard query response 0x0000 TXT, cache flush NSEC, cache flush foxhouseâ\200\231s Mac mini._companion-link._tcp.local"
"192","4.507581","fe80::1878:8b22:1c97:d125","ff02::fb","MDNS","246","Standard query response 0x0000 TXT, cache flush NSEC, cache flush foxhouseâ\200\231s Mac mini._companion-link._tcp.local"
"193","4.938803","182.161.74.19","192.168.219.118","TLSv1.2","105","Application Data"
"194","4.938808","103.43.91.249","192.168.219.118","TLSv1.2","112","Application Data"
"195","4.938809","103.43.91.249","192.168.219.118","TLSv1.2","97","Encrypted Alert"
"196","4.938974","192.168.219.118","103.43.91.249","TCP","66","49792  >  443 [ACK] Seq=1 Ack=47 Win=2048 Len=0 TSval=292250072 TSecr=4087687825"
"197","4.939038","192.168.219.118","103.43.91.249","TCP","66","49792  >  443 [ACK] Seq=1 Ack=79 Win=2048 Len=0 TSval=292250072 TSecr=4087687825"
"198","4.939067","192.168.219.118","182.161.74.19","TCP","66","49885  >  443 [ACK] Seq=1 Ack=40 Win=2048 Len=0 TSval=1806337276 TSecr=729314745"
"199","4.939482","192.168.219.118","103.43.91.249","TCP","66","49792  >  443 [FIN, ACK] Seq=1 Ack=79 Win=2048 Len=0 TSval=292250072 TSecr=4087687825"
"200","4.939701","192.168.219.118","182.161.74.19","TCP","66","49885  >  443 [FIN, ACK] Seq=1 Ack=40 Win=2048 Len=0 TSval=1806337277 TSecr=729314745"
